UsuarioID,Nome,Email,Telefone,DataNascimento,Genero,CidadeID,CEP,Profissao,RendaFamiliar,Fumante,DataCadastro,DataUltimaAtualizacao,Ativo,NomeCidade,EstadoID,Populacao,NomeEstado,Regiao,CompraID,DataCompra,ValorTotal,MetodoPagamento,Idade,Fumante_Label,FaixaRenda
2,Giovanna Pastor,ucostela@example.org,+55 (061) 9072 9485,1953-11-06,F,189,34157-517,Juiz ou árbitro de futebol,4356.3,0,2024-07-13 15:56:47.425396,2025-05-02 06:45:06.989217,1,Montenegro da Mata,12,3703976,Goiás,Centro-Oeste,15643.0,2024-10-08 23:08:08.107105,0.0,Cartão Crédito,71,Não,3k-5k
2,Giovanna Pastor,ucostela@example.org,+55 (061) 9072 9485,1953-11-06,F,189,34157-517,Juiz ou árbitro de futebol,4356.3,0,2024-07-13 15:56:47.425396,2025-05-02 06:45:06.989217,1,Montenegro da Mata,12,3703976,Goiás,Centro-Oeste,17128.0,2024-11-01 16:21:14.837829,6.089038,PIX,71,Não,3k-5k
2,Giovanna Pastor,ucostela@example.org,+55 (061) 9072 9485,1953-11-06,F,189,34157-517,Juiz ou árbitro de futebol,4356.3,0,2024-07-13 15:56:47.425396,2025-05-02 06:45:06.989217,1,Montenegro da Mata,12,3703976,Goiás,Centro-Oeste,18617.0,2025-03-27 04:44:01.826846,126.58033799999998,PIX,71,Não,3k-5k
2,Giovanna Pastor,ucostela@example.org,+55 (061) 9072 9485,1953-11-06,F,189,34157-517,Juiz ou árbitro de futebol,4356.3,0,2024-07-13 15:56:47.425396,2025-05-02 06:45:06.989217,1,Montenegro da Mata,12,3703976,Goiás,Centro-Oeste,32954.0,2025-01-22 03:28:18.963880,126.690876,Cartão Crédito,71,Não,3k-5k
2,Giovanna Pastor,ucostela@example.org,+55 (061) 9072 9485,1953-11-06,F,189,34157-517,Juiz ou árbitro de futebol,4356.3,0,2024-07-13 15:56:47.425396,2025-05-02 06:45:06.989217,1,Montenegro da Mata,12,3703976,Goiás,Centro-Oeste,36380.0,2025-05-12 09:17:09.624517,500.327872,Cartão Crédito,71,Não,3k-5k
2,Giovanna Pastor,ucostela@example.org,+55 (061) 9072 9485,1953-11-06,F,189,34157-517,Juiz ou árbitro de futebol,4356.3,0,2024-07-13 15:56:47.425396,2025-05-02 06:45:06.989217,1,Montenegro da Mata,12,3703976,Goiás,Centro-Oeste,42955.0,2024-07-13 22:22:27.685912,78.645224,Dinheiro,71,Não,3k-5k
3,Igor Farias,da-rochahenry@example.org,51 3666 7313,1951-04-03,M,179,69233-067,Saxofonista,2983.43,0,2024-06-06 22:32:57.188836,2024-12-21 14:49:58.294624,1,Andrade do Campo,7,1889490,Pernambuco,Nordeste,15031.0,2024-03-07 08:08:42.422519,70.66653400000001,Cartão Crédito,74,Não,1k-3k
3,Igor Farias,da-rochahenry@example.org,51 3666 7313,1951-04-03,M,179,69233-067,Saxofonista,2983.43,0,2024-06-06 22:32:57.188836,2024-12-21 14:49:58.294624,1,Andrade do Campo,7,1889490,Pernambuco,Nordeste,21915.0,2024-01-28 21:29:43.491693,0.0,Dinheiro,74,Não,1k-3k
3,Igor Farias,da-rochahenry@example.org,51 3666 7313,1951-04-03,M,179,69233-067,Saxofonista,2983.43,0,2024-06-06 22:32:57.188836,2024-12-21 14:49:58.294624,1,Andrade do Campo,7,1889490,Pernambuco,Nordeste,30942.0,2024-02-18 12:20:58.421432,20.89855,PIX,74,Não,1k-3k
4,Alexandre da Mota,xleao@example.org,0500-628-6338,1960-12-14,F,218,71407724,Vendedor,3554.65,0,2024-06-12 16:48:08.345832,2025-04-01 22:18:46.920028,1,Sá dos Dourados,27,4270507,Mato Grosso,Centro-Oeste,14122.0,2024-08-16 12:45:24.072882,14.992047,PIX,64,Não,3k-5k
4,Alexandre da Mota,xleao@example.org,0500-628-6338,1960-12-14,F,218,71407724,Vendedor,3554.65,0,2024-06-12 16:48:08.345832,2025-04-01 22:18:46.920028,1,Sá dos Dourados,27,4270507,Mato Grosso,Centro-Oeste,14874.0,2024-03-14 01:00:31.237848,75.86867600000001,Dinheiro,64,Não,3k-5k
4,Alexandre da Mota,xleao@example.org,0500-628-6338,1960-12-14,F,218,71407724,Vendedor,3554.65,0,2024-06-12 16:48:08.345832,2025-04-01 22:18:46.920028,1,Sá dos Dourados,27,4270507,Mato Grosso,Centro-Oeste,25050.0,2024-01-30 10:18:24.974754,132.808367,PIX,64,Não,3k-5k
4,Alexandre da Mota,xleao@example.org,0500-628-6338,1960-12-14,F,218,71407724,Vendedor,3554.65,0,2024-06-12 16:48:08.345832,2025-04-01 22:18:46.920028,1,Sá dos Dourados,27,4270507,Mato Grosso,Centro-Oeste,28658.0,2024-01-02 15:37:08.337181,75.08362500000001,Dinheiro,64,Não,3k-5k
4,Alexandre da Mota,xleao@example.org,0500-628-6338,1960-12-14,F,218,71407724,Vendedor,3554.65,0,2024-06-12 16:48:08.345832,2025-04-01 22:18:46.920028,1,Sá dos Dourados,27,4270507,Mato Grosso,Centro-Oeste,39920.0,2024-09-17 12:12:28.957013,39.962832,PIX,64,Não,3k-5k
4,Alexandre da Mota,xleao@example.org,0500-628-6338,1960-12-14,F,218,71407724,Vendedor,3554.65,0,2024-06-12 16:48:08.345832,2025-04-01 22:18:46.920028,1,Sá dos Dourados,27,4270507,Mato Grosso,Centro-Oeste,40286.0,2023-11-27 08:02:57.685758,11.413953,PIX,64,Não,3k-5k
5,Davi Lucca Nogueira,luiz-fernando15@example.org,0500 754 7011,1989-09-26,M,86,84084-945,Delegado,2991.64,0,2024-11-29 23:39:01.070792,2025-06-04 04:31:40.780149,1,da Mota,4,3999618,Rio Grande do Sul,Sul,15789.0,2023-12-11 18:57:12.702210,161.050794,PIX,35,Não,1k-3k
5,Davi Lucca Nogueira,luiz-fernando15@example.org,0500 754 7011,1989-09-26,M,86,84084-945,Delegado,2991.64,0,2024-11-29 23:39:01.070792,2025-06-04 04:31:40.780149,1,da Mota,4,3999618,Rio Grande do Sul,Sul,21179.0,2024-05-10 04:44:57.326740,96.695254,Dinheiro,35,Não,1k-3k
5,Davi Lucca Nogueira,luiz-fernando15@example.org,0500 754 7011,1989-09-26,M,86,84084-945,Delegado,2991.64,0,2024-11-29 23:39:01.070792,2025-06-04 04:31:40.780149,1,da Mota,4,3999618,Rio Grande do Sul,Sul,38416.0,2024-01-01 06:09:11.841916,0.0,Cartão Crédito,35,Não,1k-3k
6,Erick Camargo,nina31@example.net,+55 (061) 1435-9393,1965-06-15,M,299,16753-044,Engenheiro mecânico,4108.5,1,2024-07-23 06:55:19.195290,2024-10-06 11:08:04.371995,1,Ramos de Silva,16,4844357,Rio Grande do Norte,Nordeste,6338.0,2025-06-21 15:28:20.610317,236.930268,PIX,60,Sim,3k-5k
6,Erick Camargo,nina31@example.net,+55 (061) 1435-9393,1965-06-15,M,299,16753-044,Engenheiro mecânico,4108.5,1,2024-07-23 06:55:19.195290,2024-10-06 11:08:04.371995,1,Ramos de Silva,16,4844357,Rio Grande do Norte,Nordeste,38834.0,2024-03-17 10:52:34.254196,123.453557,PIX,60,Sim,3k-5k
6,Erick Camargo,nina31@example.net,+55 (061) 1435-9393,1965-06-15,M,299,16753-044,Engenheiro mecânico,4108.5,1,2024-07-23 06:55:19.195290,2024-10-06 11:08:04.371995,1,Ramos de Silva,16,4844357,Rio Grande do Norte,Nordeste,47496.0,2023-10-05 05:12:33.824452,78.84676400000001,PIX,60,Sim,3k-5k
6,Erick Camargo,nina31@example.net,+55 (061) 1435-9393,1965-06-15,M,299,16753-044,Engenheiro mecânico,4108.5,1,2024-07-23 06:55:19.195290,2024-10-06 11:08:04.371995,1,Ramos de Silva,16,4844357,Rio Grande do Norte,Nordeste,47913.0,2024-04-16 01:37:44.994577,117.252282,Dinheiro,60,Sim,3k-5k
7,Amanda Cardoso,vnascimento@example.com,0300 427 2828,1955-07-21,M,174,92854286,Apresentador,825.68,0,2025-04-09 22:56:40.152535,2024-12-14 09:58:12.088972,1,da Mota de Minas,13,1701738,Amazonas,Norte,6558.0,2024-11-26 09:07:03.425058,0.0,Dinheiro,70,Não,<1k
7,Amanda Cardoso,vnascimento@example.com,0300 427 2828,1955-07-21,M,174,92854286,Apresentador,825.68,0,2025-04-09 22:56:40.152535,2024-12-14 09:58:12.088972,1,da Mota de Minas,13,1701738,Amazonas,Norte,18738.0,2023-11-24 05:38:11.827780,49.564412,Dinheiro,70,Não,<1k
7,Amanda Cardoso,vnascimento@example.com,0300 427 2828,1955-07-21,M,174,92854286,Apresentador,825.68,0,2025-04-09 22:56:40.152535,2024-12-14 09:58:12.088972,1,da Mota de Minas,13,1701738,Amazonas,Norte,24357.0,2024-03-27 11:11:03.576857,0.0,PIX,70,Não,<1k
7,Amanda Cardoso,vnascimento@example.com,0300 427 2828,1955-07-21,M,174,92854286,Apresentador,825.68,0,2025-04-09 22:56:40.152535,2024-12-14 09:58:12.088972,1,da Mota de Minas,13,1701738,Amazonas,Norte,36506.0,2024-05-14 22:03:58.216897,0.0,PIX,70,Não,<1k
8,Luiz Henrique Vieira,kamillyda-luz@example.com,31 1565-9604,1957-06-28,F,413,38381-827,Advogado,1465.7,1,2024-06-01 06:13:08.123803,2024-12-25 23:53:58.796015,1,Brito dos Dourados,8,4741502,Ceará,Nordeste,41.0,2024-02-28 18:46:45.594430,148.229186,Cartão Crédito,68,Sim,1k-3k
8,Luiz Henrique Vieira,kamillyda-luz@example.com,31 1565-9604,1957-06-28,F,413,38381-827,Advogado,1465.7,1,2024-06-01 06:13:08.123803,2024-12-25 23:53:58.796015,1,Brito dos Dourados,8,4741502,Ceará,Nordeste,2034.0,2024-05-31 01:52:00.392825,113.543654,Cartão Crédito,68,Sim,1k-3k
8,Luiz Henrique Vieira,kamillyda-luz@example.com,31 1565-9604,1957-06-28,F,413,38381-827,Advogado,1465.7,1,2024-06-01 06:13:08.123803,2024-12-25 23:53:58.796015,1,Brito dos Dourados,8,4741502,Ceará,Nordeste,2344.0,2024-08-13 17:48:49.392037,47.016848,PIX,68,Sim,1k-3k
8,Luiz Henrique Vieira,kamillyda-luz@example.com,31 1565-9604,1957-06-28,F,413,38381-827,Advogado,1465.7,1,2024-06-01 06:13:08.123803,2024-12-25 23:53:58.796015,1,Brito dos Dourados,8,4741502,Ceará,Nordeste,4773.0,2024-10-01 20:02:20.998646,10.723591,PIX,68,Sim,1k-3k
8,Luiz Henrique Vieira,kamillyda-luz@example.com,31 1565-9604,1957-06-28,F,413,38381-827,Advogado,1465.7,1,2024-06-01 06:13:08.123803,2024-12-25 23:53:58.796015,1,Brito dos Dourados,8,4741502,Ceará,Nordeste,9885.0,2024-06-28 02:49:21.783608,456.966746,PIX,68,Sim,1k-3k
8,Luiz Henrique Vieira,kamillyda-luz@example.com,31 1565-9604,1957-06-28,F,413,38381-827,Advogado,1465.7,1,2024-06-01 06:13:08.123803,2024-12-25 23:53:58.796015,1,Brito dos Dourados,8,4741502,Ceará,Nordeste,14511.0,2024-06-21 13:20:43.508625,0.0,PIX,68,Sim,1k-3k
8,Luiz Henrique Vieira,kamillyda-luz@example.com,31 1565-9604,1957-06-28,F,413,38381-827,Advogado,1465.7,1,2024-06-01 06:13:08.123803,2024-12-25 23:53:58.796015,1,Brito dos Dourados,8,4741502,Ceará,Nordeste,18778.0,2025-07-06 08:37:37.039618,81.673788,Cartão Crédito,68,Sim,1k-3k
8,Luiz Henrique Vieira,kamillyda-luz@example.com,31 1565-9604,1957-06-28,F,413,38381-827,Advogado,1465.7,1,2024-06-01 06:13:08.123803,2024-12-25 23:53:58.796015,1,Brito dos Dourados,8,4741502,Ceará,Nordeste,42627.0,2024-04-01 20:22:29.348463,0.0,Cartão Crédito,68,Sim,1k-3k
8,Luiz Henrique Vieira,kamillyda-luz@example.com,31 1565-9604,1957-06-28,F,413,38381-827,Advogado,1465.7,1,2024-06-01 06:13:08.123803,2024-12-25 23:53:58.796015,1,Brito dos Dourados,8,4741502,Ceará,Nordeste,44515.0,2023-08-23 12:11:01.847490,115.868304,Dinheiro,68,Sim,1k-3k
9,Lorenzo Almeida,da-cunhahellena@example.com,+55 (071) 2874 4770,1956-07-21,F,364,47561-769,Radiologista,3672.18,0,2025-05-17 13:32:45.118221,2025-03-10 10:21:26.605767,1,Oliveira do Norte,19,2510856,Distrito Federal,Centro-Oeste,14648.0,2025-06-27 20:00:39.447735,154.194062,Dinheiro,69,Não,3k-5k
9,Lorenzo Almeida,da-cunhahellena@example.com,+55 (071) 2874 4770,1956-07-21,F,364,47561-769,Radiologista,3672.18,0,2025-05-17 13:32:45.118221,2025-03-10 10:21:26.605767,1,Oliveira do Norte,19,2510856,Distrito Federal,Centro-Oeste,17302.0,2024-01-11 14:33:17.440438,221.32033,Dinheiro,69,Não,3k-5k
9,Lorenzo Almeida,da-cunhahellena@example.com,+55 (071) 2874 4770,1956-07-21,F,364,47561-769,Radiologista,3672.18,0,2025-05-17 13:32:45.118221,2025-03-10 10:21:26.605767,1,Oliveira do Norte,19,2510856,Distrito Federal,Centro-Oeste,29371.0,2023-12-22 01:36:09.125488,0.0,PIX,69,Não,3k-5k
10,João Aragão,knascimento@example.com,51 4813 3578,1980-05-31,F,289,98805878,Engenheiro de minas,1073.02,0,2023-10-17 05:45:07.709080,2025-03-05 04:02:54.020718,1,Nunes de Pimenta,8,3191915,Ceará,Nordeste,1301.0,2024-01-17 03:59:10.700875,137.885232,PIX,45,Não,1k-3k
10,João Aragão,knascimento@example.com,51 4813 3578,1980-05-31,F,289,98805878,Engenheiro de minas,1073.02,0,2023-10-17 05:45:07.709080,2025-03-05 04:02:54.020718,1,Nunes de Pimenta,8,3191915,Ceará,Nordeste,4861.0,2024-11-29 02:30:54.032783,0.0,PIX,45,Não,1k-3k
10,João Aragão,knascimento@example.com,51 4813 3578,1980-05-31,F,289,98805878,Engenheiro de minas,1073.02,0,2023-10-17 05:45:07.709080,2025-03-05 04:02:54.020718,1,Nunes de Pimenta,8,3191915,Ceará,Nordeste,30195.0,2024-08-16 10:50:54.492744,336.676956,Cartão Crédito,45,Não,1k-3k
10,João Aragão,knascimento@example.com,51 4813 3578,1980-05-31,F,289,98805878,Engenheiro de minas,1073.02,0,2023-10-17 05:45:07.709080,2025-03-05 04:02:54.020718,1,Nunes de Pimenta,8,3191915,Ceará,Nordeste,41226.0,2025-04-29 17:52:11.606224,86.481702,PIX,45,Não,1k-3k
10,João Aragão,knascimento@example.com,51 4813 3578,1980-05-31,F,289,98805878,Engenheiro de minas,1073.02,0,2023-10-17 05:45:07.709080,2025-03-05 04:02:54.020718,1,Nunes de Pimenta,8,3191915,Ceará,Nordeste,47293.0,2023-11-21 06:05:52.287875,117.83472,Dinheiro,45,Não,1k-3k
11,Otto Moura,nalmeida@example.com,+55 (031) 9924-4235,1951-08-20,M,174,03198363,Infectologista,2286.35,0,2023-12-19 22:17:57.057772,2025-01-03 06:11:53.799500,1,da Mota de Minas,13,1701738,Amazonas,Norte,14016.0,2025-05-19 11:22:41.467300,42.596736,PIX,74,Não,1k-3k
11,Otto Moura,nalmeida@example.com,+55 (031) 9924-4235,1951-08-20,M,174,03198363,Infectologista,2286.35,0,2023-12-19 22:17:57.057772,2025-01-03 06:11:53.799500,1,da Mota de Minas,13,1701738,Amazonas,Norte,22560.0,2024-10-03 13:37:29.934870,0.0,Dinheiro,74,Não,1k-3k
11,Otto Moura,nalmeida@example.com,+55 (031) 9924-4235,1951-08-20,M,174,03198363,Infectologista,2286.35,0,2023-12-19 22:17:57.057772,2025-01-03 06:11:53.799500,1,da Mota de Minas,13,1701738,Amazonas,Norte,22854.0,2024-05-03 03:06:06.892266,0.0,Dinheiro,74,Não,1k-3k
11,Otto Moura,nalmeida@example.com,+55 (031) 9924-4235,1951-08-20,M,174,03198363,Infectologista,2286.35,0,2023-12-19 22:17:57.057772,2025-01-03 06:11:53.799500,1,da Mota de Minas,13,1701738,Amazonas,Norte,23292.0,2025-04-16 21:10:02.183208,89.304017,PIX,74,Não,1k-3k
11,Otto Moura,nalmeida@example.com,+55 (031) 9924-4235,1951-08-20,M,174,03198363,Infectologista,2286.35,0,2023-12-19 22:17:57.057772,2025-01-03 06:11:53.799500,1,da Mota de Minas,13,1701738,Amazonas,Norte,35404.0,2025-03-14 22:00:23.761792,0.0,PIX,74,Não,1k-3k
11,Otto Moura,nalmeida@example.com,+55 (031) 9924-4235,1951-08-20,M,174,03198363,Infectologista,2286.35,0,2023-12-19 22:17:57.057772,2025-01-03 06:11:53.799500,1,da Mota de Minas,13,1701738,Amazonas,Norte,37968.0,2023-10-30 14:48:35.645256,150.015271,Cartão Crédito,74,Não,1k-3k
11,Otto Moura,nalmeida@example.com,+55 (031) 9924-4235,1951-08-20,M,174,03198363,Infectologista,2286.35,0,2023-12-19 22:17:57.057772,2025-01-03 06:11:53.799500,1,da Mota de Minas,13,1701738,Amazonas,Norte,44747.0,2024-10-21 07:46:52.490955,98.583594,Cartão Crédito,74,Não,1k-3k
12,Benício Melo,andrealves@example.com,+55 (061) 6884 3939,1948-01-25,F,101,90280-484,Parteira tradicional,2901.05,0,2023-10-26 23:18:58.659339,2025-03-21 12:59:51.658829,1,Novaes de Brito,24,843727,Acre,Norte,810.0,2025-05-24 13:48:37.056666,0.0,Cartão Crédito,77,Não,1k-3k
12,Benício Melo,andrealves@example.com,+55 (061) 6884 3939,1948-01-25,F,101,90280-484,Parteira tradicional,2901.05,0,2023-10-26 23:18:58.659339,2025-03-21 12:59:51.658829,1,Novaes de Brito,24,843727,Acre,Norte,20635.0,2023-09-30 07:52:16.426909,0.0,PIX,77,Não,1k-3k
12,Benício Melo,andrealves@example.com,+55 (061) 6884 3939,1948-01-25,F,101,90280-484,Parteira tradicional,2901.05,0,2023-10-26 23:18:58.659339,2025-03-21 12:59:51.658829,1,Novaes de Brito,24,843727,Acre,Norte,22950.0,2025-01-07 18:36:41.071702,0.0,Cartão Crédito,77,Não,1k-3k
12,Benício Melo,andrealves@example.com,+55 (061) 6884 3939,1948-01-25,F,101,90280-484,Parteira tradicional,2901.05,0,2023-10-26 23:18:58.659339,2025-03-21 12:59:51.658829,1,Novaes de Brito,24,843727,Acre,Norte,26996.0,2024-03-13 05:09:17.852221,0.0,Cartão Crédito,77,Não,1k-3k
12,Benício Melo,andrealves@example.com,+55 (061) 6884 3939,1948-01-25,F,101,90280-484,Parteira tradicional,2901.05,0,2023-10-26 23:18:58.659339,2025-03-21 12:59:51.658829,1,Novaes de Brito,24,843727,Acre,Norte,32400.0,2025-03-10 08:40:09.238129,43.167021,PIX,77,Não,1k-3k
12,Benício Melo,andrealves@example.com,+55 (061) 6884 3939,1948-01-25,F,101,90280-484,Parteira tradicional,2901.05,0,2023-10-26 23:18:58.659339,2025-03-21 12:59:51.658829,1,Novaes de Brito,24,843727,Acre,Norte,37093.0,2023-09-03 17:13:42.861956,0.0,Cartão Crédito,77,Não,1k-3k
12,Benício Melo,andrealves@example.com,+55 (061) 6884 3939,1948-01-25,F,101,90280-484,Parteira tradicional,2901.05,0,2023-10-26 23:18:58.659339,2025-03-21 12:59:51.658829,1,Novaes de Brito,24,843727,Acre,Norte,43127.0,2023-11-05 20:32:36.994580,0.0,Dinheiro,77,Não,1k-3k
13,Maria Cecília Moraes,mariahrodrigues@example.net,+55 21 9606-2638,1961-03-12,M,373,83395-769,Profissional de manutenção industrial,1970.28,0,2025-04-23 13:47:37.859426,2025-03-09 23:02:32.589540,1,Ribeiro das Flores,22,2766944,Rondônia,Norte,7904.0,2024-07-09 21:49:24.889999,0.0,Dinheiro,64,Não,1k-3k
13,Maria Cecília Moraes,mariahrodrigues@example.net,+55 21 9606-2638,1961-03-12,M,373,83395-769,Profissional de manutenção industrial,1970.28,0,2025-04-23 13:47:37.859426,2025-03-09 23:02:32.589540,1,Ribeiro das Flores,22,2766944,Rondônia,Norte,29455.0,2024-01-15 09:40:57.890167,74.27927999999999,PIX,64,Não,1k-3k
13,Maria Cecília Moraes,mariahrodrigues@example.net,+55 21 9606-2638,1961-03-12,M,373,83395-769,Profissional de manutenção industrial,1970.28,0,2025-04-23 13:47:37.859426,2025-03-09 23:02:32.589540,1,Ribeiro das Flores,22,2766944,Rondônia,Norte,31908.0,2023-08-29 07:51:08.085879,50.41062,Cartão Crédito,64,Não,1k-3k
14,Bianca Machado,isadorasiqueira@example.org,+55 (011) 3919-2947,2000-06-13,F,232,74959603,Clínico geral,2109.53,0,2024-01-02 15:51:10.644522,2024-10-15 12:36:28.500780,1,Jesus Alegre,5,4020912,Bahia,Nordeste,316.0,2023-11-26 17:28:06.144253,309.50664,Dinheiro,25,Não,1k-3k
14,Bianca Machado,isadorasiqueira@example.org,+55 (011) 3919-2947,2000-06-13,F,232,74959603,Clínico geral,2109.53,0,2024-01-02 15:51:10.644522,2024-10-15 12:36:28.500780,1,Jesus Alegre,5,4020912,Bahia,Nordeste,3830.0,2023-10-15 08:22:46.160643,344.824113,PIX,25,Não,1k-3k
14,Bianca Machado,isadorasiqueira@example.org,+55 (011) 3919-2947,2000-06-13,F,232,74959603,Clínico geral,2109.53,0,2024-01-02 15:51:10.644522,2024-10-15 12:36:28.500780,1,Jesus Alegre,5,4020912,Bahia,Nordeste,17381.0,2024-05-01 07:03:01.557131,54.982284,Dinheiro,25,Não,1k-3k
14,Bianca Machado,isadorasiqueira@example.org,+55 (011) 3919-2947,2000-06-13,F,232,74959603,Clínico geral,2109.53,0,2024-01-02 15:51:10.644522,2024-10-15 12:36:28.500780,1,Jesus Alegre,5,4020912,Bahia,Nordeste,27711.0,2025-07-09 11:39:39.725472,342.74638500000003,Dinheiro,25,Não,1k-3k
14,Bianca Machado,isadorasiqueira@example.org,+55 (011) 3919-2947,2000-06-13,F,232,74959603,Clínico geral,2109.53,0,2024-01-02 15:51:10.644522,2024-10-15 12:36:28.500780,1,Jesus Alegre,5,4020912,Bahia,Nordeste,38421.0,2024-03-22 13:34:20.005862,235.614804,Dinheiro,25,Não,1k-3k
14,Bianca Machado,isadorasiqueira@example.org,+55 (011) 3919-2947,2000-06-13,F,232,74959603,Clínico geral,2109.53,0,2024-01-02 15:51:10.644522,2024-10-15 12:36:28.500780,1,Jesus Alegre,5,4020912,Bahia,Nordeste,41172.0,2024-09-03 06:39:27.174327,0.0,PIX,25,Não,1k-3k
14,Bianca Machado,isadorasiqueira@example.org,+55 (011) 3919-2947,2000-06-13,F,232,74959603,Clínico geral,2109.53,0,2024-01-02 15:51:10.644522,2024-10-15 12:36:28.500780,1,Jesus Alegre,5,4020912,Bahia,Nordeste,44084.0,2024-08-19 02:50:10.255895,194.218116,PIX,25,Não,1k-3k
14,Bianca Machado,isadorasiqueira@example.org,+55 (011) 3919-2947,2000-06-13,F,232,74959603,Clínico geral,2109.53,0,2024-01-02 15:51:10.644522,2024-10-15 12:36:28.500780,1,Jesus Alegre,5,4020912,Bahia,Nordeste,45758.0,2023-08-03 10:35:49.937158,112.8003,PIX,25,Não,1k-3k
15,Hellena Pimenta,teixeiracatarina@example.net,21 7454-5603,1957-04-18,M,109,47692-096,Guitarrista,3414.52,0,2024-04-26 14:55:47.707077,2024-10-23 09:57:49.255064,1,Viana dos Dourados,25,4132263,Amapá,Norte,18004.0,2024-06-28 18:15:28.386422,187.811088,Cartão Crédito,68,Não,3k-5k
15,Hellena Pimenta,teixeiracatarina@example.net,21 7454-5603,1957-04-18,M,109,47692-096,Guitarrista,3414.52,0,2024-04-26 14:55:47.707077,2024-10-23 09:57:49.255064,1,Viana dos Dourados,25,4132263,Amapá,Norte,32411.0,2024-07-09 11:06:17.510394,164.40248,Cartão Crédito,68,Não,3k-5k
15,Hellena Pimenta,teixeiracatarina@example.net,21 7454-5603,1957-04-18,M,109,47692-096,Guitarrista,3414.52,0,2024-04-26 14:55:47.707077,2024-10-23 09:57:49.255064,1,Viana dos Dourados,25,4132263,Amapá,Norte,36214.0,2024-07-09 07:55:32.035270,221.691366,PIX,68,Não,3k-5k
